dataset_name,season,game_id,game_date,home_team_id,away_team_id,home_team_tri,away_team_tri,home_team_name,away_team_name,home_matchup,away_matchup,y_home_win,feature_engineering_version,current_weight,last_weight,shrink_games,home_blend_fg_pct,away_blend_fg_pct,BLEND_FG_PCT_DIFF,home_blend_fg3_pct,away_blend_fg3_pct,BLEND_FG3_PCT_DIFF,home_blend_ft_pct,away_blend_ft_pct,BLEND_FT_PCT_DIFF,home_blend_pts,away_blend_pts,BLEND_PTS_DIFF,home_blend_reb,away_blend_reb,BLEND_REB_DIFF,home_blend_ast,away_blend_ast,BLEND_AST_DIFF,home_blend_tov,away_blend_tov,BLEND_TOV_DIFF,home_blend_plus_minus,away_blend_plus_minus,BLEND_PLUS_MINUS_DIFF,home_blend_net_margin,away_blend_net_margin,BLEND_NET_MARGIN_DIFF,home_recent_win_pct,away_recent_win_pct,RECENT_WIN_PCT_DIFF,home_elo_pre,away_elo_pre,ELO_PRE_DIFF
statline_pregame_svm,2025-26,22500018,2025-10-24,1610612752,1610612738,NYK,BOS,New York Knicks,Boston Celtics,NYK vs. BOS,BOS @ NYK,1,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.4842622256097561,0.4626067682926829,0.021655457317073246,0.36554185975609754,0.36426756097560975,0.0012742987804877925,0.803830243902439,0.8042780792682926,-0.0004478353658536882,115.91731707317072,116.25689024390243,-0.3395731707317111,42.87387195121951,45.17609756097561,-2.3022256097561,27.25457317073171,25.71512195121951,1.5394512195122019,13.299390243902437,11.82905487804878,1.470335365853657,4.263414634146342,8.680091463414634,-4.416676829268292,4.263414634146342,8.680091463414634,-4.416676829268292,1.0,0.0,1.0,1578.8247710100861,1650.3199491353012,-71.49517812521503
statline_pregame_svm,2025-26,22500019,2025-10-24,1610612747,1610612750,LAL,MIN,Los Angeles Lakers,Minnesota Timberwolves,LAL vs. MIN,MIN @ LAL,1,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.48244722560975606,0.4706832621951219,0.011763963414634149,0.3599023170731707,0.38228588414634146,-0.02238356707317074,0.7805527134146341,0.7897580487804876,-0.00920533536585355,113.20365853658535,114.45024390243903,-1.2465853658536759,42.28118902439025,44.34609756097561,-2.0649085365853566,25.860823170731706,25.904268292682925,-0.04344512195121908,14.219969512195119,14.65621951219512,-0.43625000000000114,0.7426829268292683,4.9575000000000005,-4.214817073170732,0.7426829268292683,4.9575000000000005,-4.214817073170732,0.0,1.0,-1.0,1572.8764163166743,1601.0615791270804,-28.185162810406155
statline_pregame_svm,2025-26,22500090,2025-10-24,1610612753,1610612737,ORL,ATL,Orlando Magic,Atlanta Hawks,ORL vs. ATL,ATL @ ORL,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.44672902439024387,0.4714280182926829,-0.024698993902439015,0.32015384146341463,0.3540408841463414,-0.03388704268292675,0.7794318597560974,0.7776923475609757,0.0017395121951216952,106.25868902439022,118.17515243902437,-11.916463414634151,42.01820121951219,44.05375,-2.035548780487808,23.01167682926829,29.39048780487805,-6.37881097560976,14.241006097560975,15.544603658536584,-1.303597560975609,0.053231707317073176,-1.9359451219512194,1.9891768292682925,0.053231707317073176,-1.9359451219512194,1.9891768292682925,1.0,0.0,1.0,1510.4302394462484,1475.656724103248,34.77351534300033
statline_pregame_svm,2025-26,22500091,2025-10-24,1610612751,1610612739,BKN,CLE,Brooklyn Nets,Cleveland Cavaliers,BKN vs. CLE,CLE @ BKN,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.4384226829268292,0.4903270426829268,-0.05190435975609764,0.34267862804878046,0.38581634146341465,-0.04313771341463418,0.7830267987804876,0.7672806097560974,0.01574618902439029,105.61509146341461,121.47411585365853,-15.859024390243917,41.16442073170731,44.83283536585366,-3.6684146341463517,25.151798780487805,27.795914634146342,-2.644115853658537,15.248475609756095,13.271829268292683,1.9766463414634128,-7.615091463414633,8.791280487804878,-16.406371951219512,-7.615091463414633,8.791280487804878,-16.406371951219512,0.0,0.0,0.0,1346.3120605842573,1643.1162120984684,-296.80415151421107
statline_pregame_svm,2025-26,22500092,2025-10-24,1610612761,1610612749,TOR,MIL,Toronto Raptors,Milwaukee Bucks,TOR vs. MIL,MIL @ TOR,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.46429807926829264,0.4895188414634147,-0.025220762195122037,0.34511481707317065,0.38868231707317075,-0.04356750000000009,0.7476400609756098,0.748026006097561,-0.00038594512195122554,112.01905487804878,116.25542682926829,-4.23637195121951,45.49926829268293,43.47780487804878,2.021463414634148,28.853780487804876,25.722073170731708,3.131707317073168,15.485274390243902,13.149481707317072,2.3357926829268294,-3.2602439024390244,2.9228963414634146,-6.183140243902439,-3.2602439024390244,2.9228963414634146,-6.183140243902439,1.0,1.0,0.0,1427.8351348385768,1587.3846917230023,-159.54955688442556
statline_pregame_svm,2025-26,22500093,2025-10-24,1610612745,1610612765,HOU,DET,Houston Rockets,Detroit Pistons,HOU vs. DET,DET @ HOU,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.45460676829268293,0.47568344512195115,-0.021076676829268226,0.3495387804878049,0.3594336890243902,-0.009894908536585312,0.7458710975609755,0.7660310975609755,-0.020160000000000067,114.70524390243902,115.30874999999999,-0.6035060975609667,48.61371951219512,44.808963414634135,3.8047560975609827,23.32695121951219,26.512835365853658,-3.1858841463414684,14.362408536585365,14.659054878048778,-0.29664634146341307,4.277926829268292,1.6515853658536583,2.626341463414634,4.277926829268292,1.6515853658536583,2.626341463414634,0.0,0.0,0.0,1575.9108776374655,1517.3972798696782,58.51359776778736
statline_pregame_svm,2025-26,22500094,2025-10-24,1610612763,1610612748,MEM,MIA,Memphis Grizzlies,Miami Heat,MEM vs. MIA,MIA @ MEM,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.48115728658536583,0.466648231707317,0.014509054878048822,0.3629974390243902,0.3691794512195122,-0.006182012195121989,0.7899574085365851,0.7955152439024391,-0.005557835365853969,121.97475609756096,111.03966463414633,10.935091463414622,46.90521341463414,43.54365853658536,3.3615548780487785,28.05701219512195,26.39701219512195,1.6600000000000001,15.727225609756093,13.815487804878048,1.9117378048780456,4.902378048780488,0.36713414634146346,4.535243902439024,4.902378048780488,0.36713414634146346,4.535243902439024,1.0,0.0,1.0,1534.0412334634555,1434.9136434597808,99.12759000367464
statline_pregame_svm,2025-26,22500095,2025-10-24,1610612740,1610612759,NOP,SAS,New Orleans Pelicans,San Antonio Spurs,NOP vs. SAS,SAS @ NOP,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.45274121951219515,0.47074926829268293,-0.018008048780487784,0.34592237804878045,0.3592245121951219,-0.01330213414634146,0.7499114024390243,0.7683153963414634,-0.018403993902439075,110.34652439024389,114.39743902439022,-4.050914634146338,43.75384146341463,43.939725609756096,-0.18588414634146488,25.593201219512192,28.437195121951213,-2.8439939024390206,14.661371951219513,13.925731707317073,0.7356402439024397,-9.281189024390244,-1.236463414634146,-8.044725609756098,-9.281189024390244,-1.236463414634146,-8.044725609756098,0.0,1.0,-1.0,1335.6724200861236,1442.8174952516388,-107.14507516551521
statline_pregame_svm,2025-26,22500096,2025-10-24,1610612742,1610612764,DAL,WAS,Dallas Mavericks,Washington Wizards,DAL vs. WAS,WAS @ DAL,0,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.4752773475609756,0.44038009146341467,0.03489725609756095,0.3652795426829268,0.33603664634146335,0.02924289634146343,0.7692095731707317,0.7630968902439024,0.006112682926829316,113.25182926829265,108.50999999999999,4.741829268292662,42.79170731707316,44.218079268292676,-1.4263719512195152,25.021036585365852,25.008414634146337,0.012621951219514926,14.120030487804877,15.452134146341463,-1.3321036585365853,-2.5468292682926825,-12.462865853658535,9.916036585365852,-2.5468292682926825,-12.462865853658535,9.916036585365852,0.0,0.0,0.0,1439.6872282427298,1313.6420744568525,126.04515378587735
statline_pregame_svm,2025-26,22500097,2025-10-24,1610612757,1610612744,POR,GSW,Portland Trail Blazers,Golden State Warriors,POR vs. GSW,GSW @ POR,1,last_avg_15pct_current_momentum_85pct_plus_elo,0.85,0.15,20,0.44948640243902444,0.4553606097560976,-0.005874207317073166,0.34131725609756103,0.3665296341463415,-0.02521237804878046,0.7624771036585365,0.763657743902439,-0.0011806402439025199,111.02240853658537,115.00030487804878,-3.9778963414634063,44.52314024390243,45.04841463414633,-0.5252743902439008,23.855670731707317,29.259268292682926,-5.403597560975609,15.964969512195122,14.044634146341464,1.9203353658536582,-3.0191463414634145,3.703963414634146,-6.723109756097561,-3.0191463414634145,3.703963414634146,-6.723109756097561,0.0,1.0,-1.0,1483.903930709663,1598.8140463329055,-114.91011562324252
